0.0506481400	18637.1875000000
0.0598568927	19075.7187500000
0.0690656454	19468.2430555555
0.0782743982	19815.1631944444
0.0874831509	20171.5972222222
0.0966919036	20613.0277777778
0.1059006563	21239.0000000000
0.1151094091	22171.8090277778
0.1243181618	23559.0486111111
0.1335269145	25632.1944444444
0.1427356672	28617.8645833333
0.1519444199	32797.0069444444
0.1611531727	38454.7812500000
0.1703619254	45799.3298611111
0.1795706781	54955.9236111111
0.1887794308	65857.0902777778
0.1979881836	78309.6250000000
0.2071969363	91974.5729166667
0.2164056890	106547.5034722222
0.2256144417	121774.0902777778
0.2348231945	137353.4791666667
0.2440319472	153015.5104166667
0.2532406999	168523.5520833333
0.2624494526	183760.7638888889
0.2716582054	198813.9479166667
0.2808669581	213843.0798611111
0.2900757108	228959.4548611111
0.2992844635	244128.8784722222
0.3084932163	259279.2083333333
0.3177019690	274362.4548611111
0.3269107217	289158.6180555556
0.3361194744	303490.3090277778
0.3453282272	316911.9687500001
0.3545369799	328949.3645833335
0.3637457326	339112.0000000002
0.3729544853	346864.0416666669
0.3821632381	351769.9166666670
0.3913719908	353322.2881944447
0.4005807435	351270.3402777780
0.4097894962	345404.2256944446
0.4189982490	335782.7256944446
0.4282070017	322532.7395833334
0.4374157544	305970.5034722222
0.4466245071	286543.4583333333
0.4558332598	264828.0173611111
0.4650420126	241438.0381944444
0.4742507653	217041.1111111112
0.4834595180	192295.8819444445
0.4926682707	167780.7847222223
0.5018770235	144226.0069444445
0.5110857762	122102.9826388889
0.5202945289	101900.4826388889
0.5295032816	83837.4826388889
0.5387120344	68086.6250000000
0.5479207871	54687.3576388889
0.5571295398	43598.6875000000
0.5663382925	34744.5000000000
0.5755470453	27811.4305555555
0.5847557980	22546.6388888889
0.5939645507	18592.3576388889
0.6031733034	15647.8194444444
0.6123820562	13475.9756944444
0.6215908089	11853.3298611111
0.6307995616	10609.7083333333
0.6400083143	9614.9131944444
0.6492170671	8796.5138888889
0.6584258198	8101.9513888889
0.6676345725	7511.6111111111
0.6768433252	7015.4166666667
0.6860520780	6604.0659722222
0.6952608307	6263.7673611111
0.7044695834	5982.1909722222
0.7136783361	5742.3611111111
0.7228870888	5511.6666666667
0.7320958416	5277.0902777778
0.7413045943	5028.1041666667
0.7505133470	4782.7708333333
0.7597220997	4549.2152777778
0.7689308525	4338.4687500000
0.7781396052	4144.0902777778
0.7873483579	3950.6111111111
0.7965571106	3766.7361111111
0.8057658634	3593.3055555556
0.8149746161	3434.7291666667
0.8241833688	3284.1631944444
0.8333921215	3127.7916666667
0.8426008743	2955.9375000000
0.8518096270	2779.4722222222
0.8610183797	2614.8090277778
0.8702271324	2472.3263888889
0.8794358852	2354.3194444444
0.8886446379	2246.4340277778
0.8978533906	2138.6562500000
0.9070621433	2032.6701388889
0.9162708961	1928.0138888889
0.9254796488	1835.2569444444
0.9346884015	1749.4444444444
0.9438971542	1655.8715277778
0.9531059070	1557.9305555556
0.9623146597	1457.5347222222
0.9715234124	1350.9375000000
0.9807321651	1240.0833333333
0.9899409179	1125.3611111111
0.9991496706	998.5486111111
1.0083584233	876.0243055556
1.0175671760	766.4444444444
1.0267759287	667.6770833333
1.0359846815	581.7777777778
1.0451934342	510.0902777778
1.0544021869	452.8020833333
1.0636109396	407.4583333333
1.0728196924	368.0859375000
1.0820284451	321.4149305556
1.0912371978	269.5902777778
1.1004459505	215.4800347222
1.1096547033	163.4045138889
1.1188634560	117.3489583333
1.1280722087	75.1440972222
1.1372809614	40.0746527778
1.1464897142	16.4296875000
1.1556984669	4.0277777778
1.1649072196	0.0364583333
1.1741159723	0.0182291667
1.1833247251	0.0000000000
1.1925334778	0.0000000000
1.2017422305	0.0000000000
1.2109509832	0.0000000000
1.2201597360	0.0000000000
1.2293684887	0.0000000000
1.2385772414	0.0000000000
1.2477859941	0.0000000000
1.2569947469	0.0000000000
1.2662034996	0.0000000000
1.2754122523	0.0000000000
1.2846210050	0.0000000000
1.2938297578	0.0000000000
1.3030385105	0.0000000000
1.3122472632	0.0000000000
1.3214560159	0.0000000000
1.3306647686	0.0000000000
1.3398735214	0.0000000000
1.3490822741	0.0000000000
1.3582910268	0.0000000000
1.3674997795	0.0000000000
1.3767085323	0.0000000000
1.3859172850	0.0000000000
1.3951260377	0.0000000000
1.4043347904	0.0000000000
1.4135435432	0.0000000000
1.4227522959	0.0000000000
1.4319610486	0.0000000000
1.4411698013	0.0000000000
1.4499993701	0.0000000000
1.4588289389	0.0000000000
1.4676585077	0.0000000000
1.4764880765	0.0000000000
1.4853176453	0.0000000000
1.4941472141	0.0000000000
1.5029767829	0.0000000000
